sample_id,scene,subject,round,step_id,data_split,trap_injected,proposed_move,proposed_dist,proposed_ang,P,O_original,O,F,B_original,B,L_original,L,min_frontal_dist,min_frontal_dist_recomputed,risk_score,risk_entropy,risk_level_entropy,weight_version,threshold_version,collision_count,collision_event,stuck
corridor_B_R25_S056,corridor,B,25,56,calibration,False,turn,0.0,-30.0,0.0047,0.0,0.0,0.0047,0.0,0.1579,0.0,0.0,1.47,1.31,0.0009,0.0364609926355516,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S057,corridor,B,25,57,calibration,False,walk,2.0,0.0,0.0,0.4228,0.0,0.0,0.0769,0.2105,0.0,0.0,4.73,4.73,0.1749,0.046105770547209206,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S058,corridor,B,25,58,calibration,False,walk,1.0,0.0,0.0002,0.3704,0.0,0.0002,0.0,0.0,0.0,0.0,2.7,2.7,0.1297,7.983782895421797e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S059,corridor,B,25,59,calibration,False,turn,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.2632,0.0,0.0,3.49,1.71,0.0,0.05764864041817322,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S060,corridor,B,25,60,calibration,False,turn,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,3.72,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S061,corridor,B,25,61,calibration,False,walk,2.0,0.0,0.0,0.627,0.0,0.0,0.0,0.0,0.0,0.0,3.19,3.19,0.2194,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S062,corridor,B,25,62,calibration,False,turn,0.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.1053,0.0,0.0,5.16,1.25,0.0,0.02306383676304575,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S063,corridor,B,25,63,calibration,False,walk,2.0,0.0,0.0,0.4032,0.0,0.0,0.0,0.0,0.0,0.0,4.96,4.96,0.1411,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S064,corridor,B,25,64,calibration,False,walk,2.0,0.0,0.0001,0.6711,0.0,0.0001,0.0,0.0,0.0,0.0,2.98,2.98,0.2349,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S065,corridor,B,25,65,calibration,False,turn,0.0,90.0,0.0127,0.0,0.0,0.0127,0.0,0.9474,0.0,0.0,1.27,0.78,0.0025,0.2125785240693577,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S066,corridor,B,25,66,calibration,False,turn,0.0,85.0,0.0001,0.0,0.0,0.0001,0.0,0.3684,0.0,0.1667,2.34,1.63,0.0,0.14437339688670459,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S067,corridor,B,25,67,calibration,False,walk,2.0,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,4.04,4.04,0.1733,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S068,corridor,B,25,68,calibration,False,walk,2.0,0.0,0.0,0.6472,0.0,0.0,0.0,0.0,0.0,0.0,3.09,3.09,0.2265,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S069,corridor,B,25,69,calibration,False,walk,2.0,0.0,0.4256,1.0,1.0,1.0,0.4615,0.4737,0.5,0.1667,1.06,1.06,0.6466,0.5665864595063631,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,4,1,0
corridor_B_R25_S070,corridor,B,25,70,calibration,False,turn,0.0,30.0,0.0339,0.0,0.0,0.0339,0.0769,0.5263,0.0,0.0556,1.07,0.92,0.0337,0.15003491715738124,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S071,corridor,B,25,71,calibration,False,walk,2.0,0.0,0.0,0.6061,0.0,0.0,0.1538,0.2632,0.0,0.0,3.3,3.3,0.266,0.05764864041817322,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S072,corridor,B,25,72,calibration,False,turn,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.1579,0.0,0.0,3.81,1.33,0.0,0.03458480365512748,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S073,corridor,B,25,73,calibration,False,walk,2.0,0.0,0.0,0.4566,0.0,0.0,0.0,0.1053,0.0,0.0,4.38,4.38,0.1598,0.02306383676304575,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S074,corridor,B,25,74,calibration,False,turn,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,2.67,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S075,corridor,B,25,75,calibration,True,walk,2.0,0.0,0.0,0.2805,0.0,0.0,0.0,0.0,0.0,0.0,7.13,7.13,0.0982,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S076,corridor,B,25,76,calibration,False,walk,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.2,5.2,0.35,0.39918914477108985,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,3,1,0
corridor_B_R25_S077,corridor,B,25,77,calibration,False,turn,0.0,-90.0,0.1246,0.0,0.0,0.1246,0.4286,1.0,1.0,0.0,0.79,0.39,0.2749,0.2687687562613244,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
corridor_B_R25_S078,corridor,B,25,78,calibration,False,turn,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.3158,0.0,0.5,5.94,3.11,0.0,0.26006014051328674,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S079,corridor,B,25,79,calibration,False,walk,2.0,0.0,0.0,0.2395,0.0,0.0,0.0,0.0,0.0,0.0,8.35,8.35,0.0838,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S080,corridor,B,25,80,calibration,False,walk,2.0,0.0,0.0,0.2853,0.0,0.0,0.0,0.0,0.0,0.0,7.01,7.01,0.0999,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S081,corridor,B,25,81,calibration,False,walk,2.0,0.0,0.0,0.3883,0.0,0.0,0.0,0.0,0.0,0.0,5.15,5.15,0.1359,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S082,corridor,B,25,82,calibration,False,turn,0.0,15.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,2.17,3.18,0.0,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S083,corridor,B,25,83,calibration,False,turn,0.0,10.0,0.0004,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,1.99,2.33,0.0001,0.00015967565790843595,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S084,corridor,B,25,84,calibration,False,walk,1.25,0.0,0.0058,0.6158,0.0,0.0058,0.0,0.0,0.0,0.0,2.03,2.03,0.2167,0.002315297039672321,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S085,corridor,B,25,85,calibration,False,turn,0.0,-60.0,0.0127,0.0,0.0,0.0127,0.0,0.5263,0.0,0.0,1.27,0.77,0.0025,0.12034507999605701,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S086,corridor,B,25,86,calibration,False,turn,0.0,-10.0,0.063,0.0,0.0,0.063,0.1538,0.3684,0.0,0.3333,0.94,4.84,0.0664,0.23308711975605634,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S087,corridor,B,25,87,calibration,False,walk,2.0,0.0,0.0,0.565,0.0,0.0,0.0769,0.2105,0.0,0.0,3.54,3.54,0.2247,0.046105770547209206,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S088,corridor,B,25,88,calibration,False,turn,0.0,15.0,0.0061,0.0,0.0,0.0061,0.0,0.0,0.0,0.0,1.42,1.61,0.0012,0.0024350537831036483,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S089,corridor,B,25,89,calibration,False,turn,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.1579,0.0,0.0,3.61,1.85,0.0,0.03458480365512748,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S090,corridor,B,25,90,calibration,False,walk,2.0,0.0,0.0,0.5038,0.0,0.0,0.1538,0.2632,0.1,0.0,3.97,3.97,0.2402,0.05764864041817322,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S091,corridor,B,25,91,calibration,False,walk,0.99,0.0,0.0052,0.4829,0.0,0.0052,0.0,0.0,0.0,0.0,2.05,2.05,0.1701,0.0020757835528096673,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S092,corridor,B,25,92,calibration,False,turn,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.5789,0.0,0.0,3.51,0.95,0.0,0.1267963447495459,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S093,corridor,B,25,93,calibration,False,walk,2.0,0.0,0.0,0.4357,0.0,0.0,0.0,0.0,0.0,0.0,4.59,4.59,0.1525,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S094,corridor,B,25,94,calibration,False,walk,1.87,0.0,0.0003,0.7057,0.0,0.0003,0.0,0.0,0.0,0.0,2.65,2.65,0.247,0.00011975674343132694,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S095,corridor,B,25,95,calibration,False,turn,0.0,-90.0,0.0003,0.0,0.0,0.0003,0.0,1.0,0.0,0.0,2.04,0.57,0.0001,0.21914954556627791,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,6,1,0
corridor_B_R25_S096,corridor,B,25,96,calibration,False,turn,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.1579,0.0,0.4444,5.32,2.54,0.0,0.2042483095659821,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S097,corridor,B,25,97,calibration,False,walk,2.0,0.0,0.0,0.5128,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.9,0.1795,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R25_S098,corridor,B,25,98,calibration,False,walk,2.0,0.0,0.0047,0.9662,0.825,0.825,0.0,0.0526,0.0,0.0,2.07,2.07,0.3391,0.34085201132823084,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
corridor_B_R25_S099,corridor,B,25,99,calibration,False,turn,0.0,15.0,0.6106,0.0,0.0,0.6106,0.4615,0.6316,0.5,0.5,0.31,0.42,0.3337,0.5729746396207691,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
corridor_B_R26_S000,corridor,B,26,0,calibration,False,turn,0.0,-90.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,2.23,7.47,0.0,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S001,corridor,B,26,1,calibration,False,turn,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.16,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S002,corridor,B,26,2,calibration,False,walk,2.0,0.0,0.0,0.2478,0.0,0.0,0.0,0.0,0.0,0.0,8.07,8.07,0.0867,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S003,corridor,B,26,3,calibration,False,walk,2.0,0.0,0.0,0.3339,0.0,0.0,0.0,0.0,0.0,0.0,5.99,5.99,0.1169,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S004,corridor,B,26,4,calibration,False,walk,2.0,0.0,0.0,0.4808,0.0,0.0,0.0,0.0,0.0,0.0,4.16,4.16,0.1683,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S005,corridor,B,26,5,calibration,False,turn,0.0,-20.0,0.0006,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,1.87,2.11,0.0001,0.00023951348686265388,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S006,corridor,B,26,6,calibration,False,walk,2.0,0.0,0.0,0.4796,0.0,0.0,0.0,0.0,0.0,0.0,4.17,4.17,0.1679,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S007,corridor,B,26,7,calibration,False,walk,0.82,0.0,0.0025,0.3727,0.0,0.0025,0.0,0.1053,0.0,0.0,2.2,2.2,0.1309,0.024061809624973472,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S008,corridor,B,26,8,calibration,False,turn,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.4211,0.0,0.0,3.66,1.38,0.0,0.0922334440733007,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S009,corridor,B,26,9,calibration,False,walk,2.0,0.0,0.0,0.5348,0.0,0.0,0.0,0.0,0.0,0.0,3.74,3.74,0.1872,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S010,corridor,B,26,10,calibration,False,turn,0.0,25.0,0.0019,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,1.65,1.79,0.0004,0.0007584593750650708,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S011,corridor,B,26,11,calibration,False,turn,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,1.44,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S012,corridor,B,26,12,calibration,False,walk,2.0,0.0,0.0,0.432,0.0,0.0,0.0,0.0,0.0,0.0,4.63,4.63,0.1512,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S013,corridor,B,26,13,calibration,False,walk,1.8,0.0,0.0002,0.6767,0.0,0.0002,0.0,0.0,0.0,0.0,2.66,2.66,0.2369,7.983782895421797e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S014,corridor,B,26,14,calibration,False,turn,0.0,90.0,0.0279,0.0,0.0,0.0279,0.1429,1.0,0.0,0.0,1.11,0.61,0.0556,0.23016716596196002,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,5,1,0
corridor_B_R26_S015,corridor,B,26,15,calibration,False,turn,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.3684,0.0,0.5,2.64,1.94,0.0,0.27158110740536845,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S016,corridor,B,26,16,calibration,False,walk,2.0,0.0,0.0,0.4425,0.0,0.0,0.0,0.0,0.0,0.0,4.52,4.52,0.1549,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S017,corridor,B,26,17,calibration,False,walk,2.0,0.0,0.0,0.6289,0.0,0.0,0.0,0.0,0.0,0.0,3.18,3.18,0.2201,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S018,corridor,B,26,18,calibration,False,walk,2.0,0.0,0.2227,1.0,1.0,1.0,0.3846,0.4211,0.3,0.0,1.25,1.25,0.5592,0.49142258884439055,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,2,1,0
corridor_B_R26_S019,corridor,B,26,19,calibration,False,walk,2.0,0.0,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.0,7.49,7.49,0.0935,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S020,corridor,B,26,20,calibration,False,walk,2.0,0.0,0.0,0.3636,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.1273,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S021,corridor,B,26,21,calibration,False,walk,2.0,0.0,0.0,0.5988,0.0,0.0,0.0,0.0,0.0,0.0,3.34,3.34,0.2096,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S022,corridor,B,26,22,calibration,False,turn,0.0,-30.0,0.0037,0.0,0.0,0.0037,0.0,0.1579,0.0,0.0,1.52,1.36,0.0007,0.03606180349078051,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S023,corridor,B,26,23,calibration,False,walk,2.0,0.0,0.0,0.4098,0.0,0.0,0.0,0.1579,0.0,0.0,4.88,4.88,0.1434,0.03458480365512748,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S024,corridor,B,26,24,calibration,False,walk,1.36,0.0,0.0002,0.5075,0.0,0.0002,0.0,0.0,0.0,0.0,2.68,2.68,0.1777,7.983782895421797e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S025,corridor,B,26,25,calibration,True,turn,0.0,-60.0,0.1419,0.0,0.0,0.1419,1.0,0.4211,0.5,0.0,0.76,1.32,0.4284,0.14887838371631834,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S026,corridor,B,26,26,calibration,False,walk,0.91,0.0,0.9168,1.0,1.0,1.0,1.0,1.0,0.8,0.0,0.52,0.52,0.9634,0.6182189335939364,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
corridor_B_R26_S027,corridor,B,26,27,calibration,False,turn,0.0,90.0,0.1141,0.0,0.0,0.1141,0.2857,1.0,0.2,0.0,0.81,0.37,0.1428,0.26457727024122796,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,2,1,0
corridor_B_R26_S028,corridor,B,26,28,calibration,False,turn,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.3158,0.0,0.5,3.64,1.23,0.0,0.26006014051328674,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S029,corridor,B,26,29,calibration,False,walk,2.0,0.0,0.0,0.5731,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3.49,0.2006,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S030,corridor,B,26,30,calibration,False,turn,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,1.53,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S031,corridor,B,26,31,calibration,False,walk,2.0,0.0,0.0,0.4149,0.0,0.0,0.0,0.0,0.0,0.0,4.82,4.82,0.1452,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S032,corridor,B,26,32,calibration,False,walk,2.0,0.0,0.0001,0.7042,0.0,0.0001,0.0,0.0,0.0,0.0,2.84,2.84,0.2465,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S033,corridor,B,26,33,calibration,False,turn,0.0,90.0,0.0253,0.0,0.0,0.0253,0.1429,1.0,0.0,0.0,1.13,0.61,0.0551,0.22912927418555518,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,3,1,0
corridor_B_R26_S034,corridor,B,26,34,calibration,False,turn,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.3158,0.0,0.2222,2.65,2.2,0.0,0.15400136026568229,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S035,corridor,B,26,35,calibration,False,walk,2.0,0.0,0.0,0.4301,0.0,0.0,0.0,0.0,0.0,0.0,4.65,4.65,0.1505,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S036,corridor,B,26,36,calibration,False,walk,2.0,0.0,0.0,0.6494,0.0,0.0,0.0,0.0,0.0,0.0,3.08,3.08,0.2273,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S037,corridor,B,26,37,calibration,False,walk,2.0,0.0,0.4502,1.0,1.0,1.0,0.5385,0.5263,0.5,0.1111,1.04,1.04,0.6785,0.5568803991062676,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
corridor_B_R26_S038,corridor,B,26,38,calibration,False,turn,0.0,15.0,0.0095,0.0,0.0,0.0095,0.0,0.2632,0.0,0.0,1.33,1.92,0.0019,0.061440937293498574,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S039,corridor,B,26,39,calibration,False,walk,2.0,0.0,0.0,0.5797,0.0,0.0,0.0769,0.2105,0.0,0.0,3.45,3.45,0.2298,0.046105770547209206,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S040,corridor,B,26,40,calibration,False,turn,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.3158,0.0,0.0,3.86,1.52,0.0,0.06916960731025495,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S041,corridor,B,26,41,calibration,False,walk,2.0,0.0,0.0,0.4357,0.0,0.0,0.0,0.1053,0.0,0.0,4.59,4.59,0.1525,0.02306383676304575,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S042,corridor,B,26,42,calibration,False,turn,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,2.73,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S043,corridor,B,26,43,calibration,False,walk,2.0,0.0,0.0,0.2813,0.0,0.0,0.0,0.0,0.0,0.0,7.11,7.11,0.0985,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S044,corridor,B,26,44,calibration,False,walk,2.0,0.0,0.0,0.3868,0.0,0.0,0.0,0.0,0.0,0.0,5.17,5.17,0.1354,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S045,corridor,B,26,45,calibration,False,turn,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,3.01,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S046,corridor,B,26,46,calibration,False,walk,1.42,0.0,0.0002,0.524,0.0,0.0002,0.0,0.0,0.0,0.0,2.71,2.71,0.1834,7.983782895421797e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S047,corridor,B,26,47,calibration,False,turn,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,1.31,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S048,corridor,B,26,48,calibration,False,turn,0.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,2.42,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S049,corridor,B,26,49,calibration,False,walk,2.0,0.0,0.0,0.2522,0.0,0.0,0.0,0.0,0.0,0.0,7.93,7.93,0.0883,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S050,corridor,B,26,50,calibration,True,walk,2.0,0.0,0.0,0.3431,0.0,0.0,0.0,0.0,0.0,0.0,5.83,5.83,0.1201,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S051,corridor,B,26,51,calibration,False,turn,0.0,50.0,0.0022,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,1.62,3.77,0.0004,0.0008782161184963977,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R26_S052,corridor,B,26,52,calibration,False,walk,1.94,0.0,0.1043,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.43,1.43,0.3709,0.39918914477108985,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
corridor_B_R26_S053,corridor,B,26,53,calibration,False,turn,0.0,-85.0,0.0001,0.0,0.0,0.0001,0.0,0.7368,0.0,0.0556,2.27,0.37,0.0,0.1826480946113276,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
