sample_id,scene,subject,round,step_id,data_split,trap_injected,proposed_move,proposed_dist,proposed_ang,P,O_original,O,F,B_original,B,L_original,L,min_frontal_dist,min_frontal_dist_recomputed,risk_score,risk_entropy,risk_level_entropy,weight_version,threshold_version,collision_count,collision_event,stuck
corridor_B_R01_S000,corridor,B,1,0,calibration,False,turn,0.0,-90.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,2.23,7.45,0.0,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S001,corridor,B,1,1,calibration,False,turn,0.0,80.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,2.26,2.22,0.0,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S002,corridor,B,1,2,calibration,False,walk,2.0,0.0,0.0,0.3026,0.0,0.0,0.0,0.0,0.0,0.0,6.61,6.61,0.1059,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S003,corridor,B,1,3,calibration,False,walk,2.0,0.0,0.0,0.2611,0.0,0.0,0.0,0.0,0.0,0.0,7.66,7.66,0.0914,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S004,corridor,B,1,4,calibration,False,turn,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,5.97,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S005,corridor,B,1,5,calibration,False,walk,2.0,0.0,0.0,0.5195,0.0,0.0,0.0,0.0,0.0,0.0,3.85,3.85,0.1818,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S006,corridor,B,1,6,calibration,False,turn,0.0,-30.0,0.0012,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,1.74,1.95,0.0002,0.00047902697372530776,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S007,corridor,B,1,7,calibration,False,walk,2.0,0.0,0.0,0.4464,0.0,0.0,0.0,0.0,0.0,0.0,4.48,4.48,0.1563,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S008,corridor,B,1,8,calibration,False,walk,0.87,0.0,0.0041,0.4143,0.0,0.0041,0.0,0.1579,0.0,0.0,2.1,2.1,0.1458,0.036221479148688944,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S009,corridor,B,1,9,calibration,False,turn,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.4211,0.0,0.0,3.73,1.25,0.0,0.0922334440733007,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S010,corridor,B,1,10,calibration,False,walk,2.0,0.0,0.0,0.5348,0.0,0.0,0.0,0.0,0.0,0.0,3.74,3.74,0.1872,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S011,corridor,B,1,11,calibration,False,turn,0.0,25.0,0.0019,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,1.65,1.78,0.0004,0.0007584593750650708,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S012,corridor,B,1,12,calibration,False,turn,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,1.44,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S013,corridor,B,1,13,calibration,False,turn,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,4.75,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S014,corridor,B,1,14,calibration,False,walk,2.0,0.0,0.0,0.4228,0.0,0.0,0.0,0.0,0.0,0.0,4.73,4.73,0.148,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S015,corridor,B,1,15,calibration,False,walk,1.92,0.0,0.0002,0.7033,0.0,0.0002,0.0,0.0,0.0,0.0,2.73,2.73,0.2462,7.983782895421797e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S016,corridor,B,1,16,calibration,False,turn,0.0,85.0,0.0452,0.0,0.0,0.0452,0.25,1.0,0.0,0.0,1.01,0.64,0.0965,0.23707313816649986,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,3,1,0
corridor_B_R01_S017,corridor,B,1,17,calibration,False,turn,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.4211,0.0,0.5,2.65,1.27,0.0,0.28312397727633243,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S018,corridor,B,1,18,calibration,False,walk,2.0,0.0,0.0,0.5305,0.0,0.0,0.0,0.0,0.0,0.0,3.77,3.77,0.1857,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S019,corridor,B,1,19,calibration,False,walk,2.0,0.0,0.0043,0.9569,0.775,0.775,0.0,0.0,0.0,0.0,2.09,2.09,0.3358,0.30937158719759467,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
corridor_B_R01_S020,corridor,B,1,20,calibration,False,turn,0.0,20.0,0.6106,0.0,0.0,0.6106,0.5385,0.7368,0.5,0.5,0.31,0.36,0.3606,0.5960165734049326,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S021,corridor,B,1,21,calibration,False,walk,2.0,0.0,0.6106,1.0,1.0,1.0,0.5385,0.5263,0.5,0.5,0.91,0.91,0.7106,0.7053550558315858,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
corridor_B_R01_S022,corridor,B,1,22,calibration,False,walk,2.0,0.0,0.0,0.5405,0.0,0.0,0.0,0.1579,0.0,0.0,3.7,3.7,0.1892,0.03458480365512748,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S023,corridor,B,1,23,calibration,False,turn,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.1579,0.0,0.0,4.18,1.62,0.0,0.03458480365512748,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S024,corridor,B,1,24,calibration,False,walk,2.0,0.0,0.0,0.4107,0.0,0.0,0.0,0.0,0.0,0.0,4.87,4.87,0.1437,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S025,corridor,B,1,25,calibration,True,turn,0.0,65.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,2.37,2.92,0.0,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S026,corridor,B,1,26,calibration,False,walk,2.84,0.0,0.0008,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.43,2.43,0.3502,0.39918914477108985,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,9,1,0
corridor_B_R01_S027,corridor,B,1,27,calibration,False,turn,0.0,-90.0,0.8808,0.0,0.0,0.8808,1.0,0.8947,1.0,0.5,0.0,0.0,0.6262,0.7384622839772086,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
corridor_B_R01_S028,corridor,B,1,28,calibration,False,turn,0.0,80.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,2.29,2.17,0.0,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S029,corridor,B,1,29,calibration,False,walk,2.0,0.0,0.0,0.3063,0.0,0.0,0.0,0.0,0.0,0.0,6.53,6.53,0.1072,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S030,corridor,B,1,30,calibration,False,walk,2.0,0.0,0.0,0.4219,0.0,0.0,0.0,0.0526,0.0,0.0,4.74,4.74,0.1477,0.011520966892081732,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S031,corridor,B,1,31,calibration,False,turn,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,3.39,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S032,corridor,B,1,32,calibration,False,walk,2.0,0.0,0.0,0.551,0.0,0.0,0.0,0.0,0.0,0.0,3.63,3.63,0.1928,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S033,corridor,B,1,33,calibration,False,turn,0.0,-35.0,0.0006,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,1.87,1.59,0.0001,0.00023951348686265388,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S034,corridor,B,1,34,calibration,False,walk,2.0,0.0,0.0,0.4049,0.0,0.0,0.0,0.0,0.0,0.0,4.94,4.94,0.1417,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S035,corridor,B,1,35,calibration,False,turn,0.0,-15.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,1.46,3.04,0.001,0.0019959457238554494,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S036,corridor,B,1,36,calibration,False,turn,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,1.92,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S037,corridor,B,1,37,calibration,False,walk,2.0,0.0,0.0,0.4073,0.0,0.0,0.0,0.1579,0.1,0.0556,4.91,4.91,0.1526,0.0558118309473046,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S038,corridor,B,1,38,calibration,False,turn,0.0,25.0,0.0035,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,1.53,3.0,0.0007,0.0013971620066988144,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S039,corridor,B,1,39,calibration,False,turn,0.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96,1.37,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S040,corridor,B,1,40,calibration,False,walk,2.0,0.0,0.0,0.4158,0.0,0.0,0.0,0.0,0.0,0.0,4.81,4.81,0.1455,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S041,corridor,B,1,41,calibration,False,walk,1.97,0.0,0.0001,0.7086,0.0,0.0001,0.0,0.0,0.0,0.0,2.78,2.78,0.248,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S042,corridor,B,1,42,calibration,False,turn,0.0,90.0,0.0474,0.0,0.0,0.0474,0.2857,1.0,0.0,0.0,1.0,0.56,0.1095,0.23795135428499625,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,3,1,0
corridor_B_R01_S043,corridor,B,1,43,calibration,False,turn,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.3684,0.0,0.5,2.53,1.72,0.0,0.27158110740536845,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S044,corridor,B,1,44,calibration,False,walk,2.0,0.0,0.0,0.4938,0.0,0.0,0.0,0.0,0.0,0.0,4.05,4.05,0.1728,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S045,corridor,B,1,45,calibration,False,walk,2.0,0.0,0.0003,0.7547,0.0,0.0003,0.0,0.0,0.0,0.0,2.65,2.65,0.2642,0.00011975674343132694,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S046,corridor,B,1,46,calibration,False,walk,2.0,0.0,0.4875,1.0,1.0,1.0,0.4615,0.4737,0.5,0.2222,1.01,1.01,0.659,0.5877753086918996,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
corridor_B_R01_S047,corridor,B,1,47,calibration,False,turn,0.0,20.0,0.0115,0.0,0.0,0.0115,0.0,0.3684,0.0,0.0,1.29,1.47,0.0023,0.08528124936720423,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S048,corridor,B,1,48,calibration,False,walk,2.0,0.0,0.0,0.5865,0.0,0.0,0.0769,0.2105,0.0,0.0,3.41,3.41,0.2322,0.046105770547209206,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S049,corridor,B,1,49,calibration,False,turn,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.2632,0.0,0.0,3.86,1.53,0.0,0.05764864041817322,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S050,corridor,B,1,50,calibration,True,walk,2.0,0.0,0.0,0.4396,0.0,0.0,0.0,0.0526,0.0,0.0,4.55,4.55,0.1538,0.011520966892081732,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S051,corridor,B,1,51,calibration,False,turn,0.0,50.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,2.29,2.6,0.0,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S052,corridor,B,1,52,calibration,False,walk,2.75,0.0,0.0047,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.07,2.07,0.3509,0.39918914477108985,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,12,1,0
corridor_B_R01_S053,corridor,B,1,53,calibration,False,turn,0.0,-90.0,0.8699,0.0,0.0,0.8699,1.0,1.0,1.0,0.6111,0.02,0.02,0.624,0.799590835539963,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S054,corridor,B,1,54,calibration,False,turn,0.0,80.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,2.31,2.24,0.0,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S055,corridor,B,1,55,calibration,False,turn,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,6.54,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S056,corridor,B,1,56,calibration,False,walk,2.0,0.0,0.0,0.2618,0.0,0.0,0.0,0.0,0.0,0.0,7.64,7.64,0.0916,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S057,corridor,B,1,57,calibration,False,walk,2.0,0.0,0.0,0.3367,0.0,0.0,0.0,0.0,0.0,0.0,5.94,5.94,0.1178,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S058,corridor,B,1,58,calibration,False,walk,2.0,0.0,0.0,0.5168,0.0,0.0,0.0,0.0,0.0,0.0,3.87,3.87,0.1809,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S059,corridor,B,1,59,calibration,False,turn,0.0,-20.0,0.0006,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,1.89,2.17,0.0001,0.00023951348686265388,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S060,corridor,B,1,60,calibration,False,walk,2.0,0.0,0.0,0.4728,0.0,0.0,0.0,0.0,0.0,0.0,4.23,4.23,0.1655,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S061,corridor,B,1,61,calibration,False,turn,0.0,70.0,0.148,0.0,0.0,0.148,0.1818,0.0,0.1667,0.0,0.75,2.33,0.1099,0.059079993426121295,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S062,corridor,B,1,62,calibration,False,walk,2.0,0.0,0.0,0.5038,0.0,0.0,0.0,0.1579,0.0,0.0,3.97,3.97,0.1763,0.03458480365512748,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S063,corridor,B,1,63,calibration,False,turn,0.0,20.0,0.0022,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,1.62,2.18,0.0004,0.0008782161184963977,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S064,corridor,B,1,64,calibration,False,turn,0.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09,1.56,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S065,corridor,B,1,65,calibration,False,walk,2.0,0.0,0.0,0.4032,0.0,0.0,0.0,0.0,0.0,0.0,4.96,4.96,0.1411,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S066,corridor,B,1,66,calibration,False,walk,2.0,0.0,0.0001,0.678,0.0,0.0001,0.0,0.0,0.0,0.0,2.95,2.95,0.2373,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S067,corridor,B,1,67,calibration,False,turn,0.0,90.0,0.011,0.0,0.0,0.011,0.0,0.9474,0.0,0.0,1.3,0.71,0.0022,0.21189990252324686,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
corridor_B_R01_S068,corridor,B,1,68,calibration,False,turn,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.3684,0.0,0.5,2.75,1.76,0.0,0.27158110740536845,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S069,corridor,B,1,69,calibration,False,walk,2.0,0.0,0.0,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,5.06,5.06,0.1383,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S070,corridor,B,1,70,calibration,False,walk,2.0,0.0,0.0,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,3.14,3.14,0.2229,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S071,corridor,B,1,71,calibration,False,walk,2.0,0.0,0.0,0.431,0.0,0.0,0.2308,0.3158,0.1,0.0,4.64,4.64,0.2416,0.06916960731025495,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S072,corridor,B,1,72,calibration,False,walk,2.0,0.0,0.0,0.6472,0.0,0.0,0.0,0.1579,0.0,0.0,3.09,3.09,0.2265,0.03458480365512748,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S073,corridor,B,1,73,calibration,False,turn,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.3684,0.0,0.0,4.41,1.51,0.0,0.08069057420233669,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S074,corridor,B,1,74,calibration,False,walk,2.0,0.0,0.0,0.4525,0.0,0.0,0.0,0.0526,0.0,0.0,4.42,4.42,0.1584,0.011520966892081732,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S075,corridor,B,1,75,calibration,True,turn,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.76,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S076,corridor,B,1,76,calibration,False,walk,2.0,0.0,0.0,0.2786,0.0,0.0,0.0,0.0,0.0,0.0,7.18,7.18,0.0975,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S077,corridor,B,1,77,calibration,False,walk,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.21,5.21,0.35,0.39918914477108985,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,4,1,0
corridor_B_R01_S078,corridor,B,1,78,calibration,False,turn,0.0,-90.0,0.0953,0.0,0.0,0.0953,0.2857,1.0,0.0,0.0,0.85,0.38,0.1191,0.2570725143195315,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,2,1,0
corridor_B_R01_S079,corridor,B,1,79,calibration,False,turn,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.3158,0.0,0.5,5.36,2.57,0.0,0.26006014051328674,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S080,corridor,B,1,80,calibration,False,walk,2.0,0.0,0.0,0.2415,0.0,0.0,0.0,0.0,0.0,0.0,8.28,8.28,0.0845,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S081,corridor,B,1,81,calibration,False,walk,2.0,0.0,0.0,0.2865,0.0,0.0,0.0,0.0,0.0,0.0,6.98,6.98,0.1003,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S082,corridor,B,1,82,calibration,False,walk,2.0,0.0,0.0,0.4024,0.0,0.0,0.0,0.0,0.0,0.0,4.97,4.97,0.1408,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S083,corridor,B,1,83,calibration,False,turn,0.0,18.0,0.0002,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,2.09,3.34,0.0,7.983782895421797e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S084,corridor,B,1,84,calibration,False,walk,1.14,0.0,0.0035,0.5352,0.0,0.0035,0.0,0.0,0.0,0.0,2.13,2.13,0.188,0.0013971620066988144,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S085,corridor,B,1,85,calibration,False,turn,0.0,-45.0,0.0055,0.0,0.0,0.0055,0.0,0.5263,0.0,0.0,1.44,0.98,0.0011,0.11747091815370517,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S086,corridor,B,1,86,calibration,False,walk,2.0,0.0,0.0,0.4728,0.0,0.0,0.1538,0.2632,0.0,0.0,4.23,4.23,0.2193,0.05764864041817322,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S087,corridor,B,1,87,calibration,False,turn,0.0,-15.0,0.0074,0.0,0.0,0.0074,0.0,0.0,0.0,0.0,1.38,2.25,0.0015,0.002953999671306065,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S088,corridor,B,1,88,calibration,False,turn,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.2105,0.0,0.0,4.04,1.51,0.0,0.046105770547209206,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S089,corridor,B,1,89,calibration,False,walk,2.0,0.0,0.0,0.4065,0.0,0.0,0.0,0.1053,0.0,0.0,4.92,4.92,0.1423,0.02306383676304575,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S090,corridor,B,1,90,calibration,False,turn,0.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,2.85,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S091,corridor,B,1,91,calibration,False,walk,2.0,0.0,0.0,0.4082,0.0,0.0,0.0,0.0,0.0,0.0,4.9,4.9,0.1429,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S092,corridor,B,1,92,calibration,False,walk,2.0,0.0,0.0001,0.6969,0.0,0.0001,0.0,0.0,0.0,0.0,2.87,2.87,0.2439,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S093,corridor,B,1,93,calibration,False,turn,0.0,90.0,0.0171,0.0,0.0,0.0171,0.0,1.0,0.0,0.0,1.21,0.62,0.0034,0.22585592319843223,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,3,1,0
corridor_B_R01_S094,corridor,B,1,94,calibration,False,turn,0.0,70.0,0.0001,0.0,0.0,0.0001,0.0,0.3684,0.0,0.5,2.35,2.27,0.0,0.2716210263198455,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S095,corridor,B,1,95,calibration,False,walk,2.0,0.0,0.0,0.5376,0.0,0.0,0.0,0.0,0.0,0.0,3.72,3.72,0.1882,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S096,corridor,B,1,96,calibration,False,walk,2.0,0.0,0.0134,1.0,1.0,1.0,0.0,0.0526,0.0,0.0,1.86,1.86,0.3527,0.41071011166317156,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
corridor_B_R01_S097,corridor,B,1,97,calibration,False,walk,2.0,0.0,0.9478,1.0,1.0,1.0,0.7692,0.6842,0.5,0.5,0.42,0.42,0.8588,0.7399398594867133,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,2,1,0
